0,88.288
0.01,264.86
0.02,441.44
0.03,618.02
0.04,794.59
0.05,935.07
0.06,970.95
0.07,1000.2
0.08,1029.4
0.09,1058.7
0.1,1087.9
0.11,1117.2
0.12,1146.4
0.13,1175.7
0.14,1204.9
0.15,1234.2
0.16,1263.4
0.17,1288.7
0.18,1290.1
0.19,1287.6
0.2,1285
0.21,1282.5
0.22,1280
0.23,1277.4
0.24,1274.9
0.25,1272.3
0.26,1269.8
0.27,1267.3
0.28,1264.7
0.29,1262.2
0.3,1260.1
0.31,1258.6
0.32,1257
0.33,1255.5
0.34,1253.9
0.35,1252.4
0.36,1250.8
0.37,1249.3
0.38,1247.7
0.39,1245.8
0.405,1242.9
0.4275,1243.9
0.46125,1249.1
0.51125,1255.3
0.56125,1261.5
0.61125,1267.6
0.66125,1273.7
0.71125,1279.8
0.76125,1285.9
0.81125,1291.5
0.86125,1296.9
0.91125,1301.7
0.96125,1305.3
1.0113,1308.7
1.0613,1309.3
1.1113,1308.8
1.1613,1307.9
1.2113,1306.5
1.2613,1304.7
1.3113,1298.4
1.3613,1290.5
1.4113,1283
1.4613,1275.9
1.5113,1269
1.5613,1263.7
1.6113,1258.9
1.6613,1251.8
1.7113,1240.6
1.7613,1229.3
1.8113,1219
1.8613,1209.1
1.9113,1199.9
1.9613,1191.8
2.0113,1183.4
2.0613,1171.3
2.1113,1158.2
2.1613,1145.1
2.2113,1132
2.2613,1118.8
2.3113,1104.5
2.3612,1090.1
2.4112,1074.2
2.4612,1056.5
2.5112,1039.4
2.5612,1026.3
2.6112,1014.1
2.6612,1007.4
2.7112,1008.1
2.7612,995.58
2.8112,873.57
2.8612,727.26
2.9112,544.5
2.9612,313.23
3.0112,100.32
3.0612,40.554
3.1112,14.805
3.1612,0.072417
3.2112,0
3.2612,0
3.3112,0
3.3612,0
3.4112,0
3.4612,0
3.5112,0
3.5612,0
3.6112,0
3.6612,0
3.7112,0
3.7612,0
3.8112,0
3.8612,0
3.9112,0
3.9612,0
4.0112,0
4.0612,0
4.1112,0
4.1612,0
4.2112,0
4.2612,0
4.3112,0
4.3612,0
4.4112,0
4.4612,0
4.5112,0
4.5612,0
4.6112,0
4.6612,0
4.7112,0
4.7612,0
4.8112,0
4.8612,0
4.9112,0
4.9612,0
5.0112,0
5.0612,0
5.1112,0
5.1612,0
5.2112,0
5.2612,0
5.3112,0
5.3612,0
5.4112,0
5.4612,0
5.5112,0
5.5612,0
5.6112,0
5.6612,0
5.7112,0
5.7612,0
5.8112,0
5.8612,0
5.9112,0
5.9612,0
6.0112,0
6.0612,0
6.1112,0
6.1612,0
6.2112,0
6.2612,0
6.3112,0
6.3612,0
6.4112,0
6.4612,0
6.5112,0
6.5612,0
6.6112,0
6.6612,0
6.7112,0
6.7612,0
6.8112,0
6.8612,0
6.9112,0
6.9612,0
7.0112,0
7.0612,0
7.1112,0
7.1612,0
7.2112,0
7.2612,0
7.3112,0
7.3612,0
